Contig	viruses_3097x_sr.mmi.139536_S27_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139537_S33_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139538_S35_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139539_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139540_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139541_S25_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139542_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139543_S12_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139544_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139545_S147_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139546_S148_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139547_S149_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139548_S150_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139549_S151_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139550_S152_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139551_S153_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139552_S154_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139553_S155_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139554_S156_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139555_S157_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139556_S158_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139557_S159_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139558_S160_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139560_S161_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139561_S162_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139562_S163_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139563_S164_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139564_S165_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139565_S166_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139566_S167_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139567_S168_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139568_S169_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139569_S170_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139570_S171_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139571_S172_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139572_S173_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139573_S174_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139574_S175_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139575_S176_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139576_S177_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139577_S178_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139578_S179_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139579_S180_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139580_S181_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139581_S182_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139582_S183_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139583_S184_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139584_S185_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139585_S186_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139586_S187_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139587_S188_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139588_S189_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139589_S190_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139590_S191_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3106_S36_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3107_S37_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3108_S38_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3109_S39_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3110_S40_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3111_S41_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3112_S42_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3113_S43_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3114_S44_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9007_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9008_S2_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9009_S3_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9010_S4_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9011_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9012_S6_R1_001.fastq.gz_filtered Read Count
139542_COM_NODE_18_length_160389_cov_23.341468	0	0	0	282	311	1939	38773	45590	89095	14	2	6	23	33	29	2298	4254	3160	0	4	0	132	21	21	9090	4943	8505	4	2	3	86	55	27	3588	5010	5449	8	6	13	60	85	184	7311	7785	36131	6	2	30	4	35	29	1369	2066	4406	0	0	0	17	8	7	109	70	75	159	248	99	18427	8045	9078
139542_COM_NODE_169_length_82285_cov_11.663821	0	0	0	180	209	556	9905	12957	24463	2	0	2	21	10	25	165	238	618	0	2	0	24	2	2	331	517	622	0	0	0	6	12	4	252	304	247	0	0	0	22	30	43	644	907	3245	9	6	16	6	23	29	798	1184	1585	0	0	0	15	4	4	100	75	92	37	53	27	910	96	259
139542_COM_NODE_383_length_61836_cov_94.551335	0	0	0	76	85	2876	60502	86780	160665	0	0	0	6	0	2	1207	8605	1815	0	6	0	22	4	0	906	1513	4160	0	0	0	20	0	0	47	391	181	1	0	0	0	1	0	128	209	793	0	0	0	0	0	0	35	47	96	0	0	0	49	48	59	2136	1655	1175	34	29	2	1019	422	492
139542_COM_NODE_395_length_61140_cov_18.608742	0	0	0	2951	2881	1676	11793	12221	23312	0	0	2	12	2	20	67	368	189	0	0	0	8	2	4	26	60	121	0	0	0	0	0	4	4	9	3	0	0	0	13	13	20	19	22	53	0	0	0	0	0	0	0	0	0	29	11	8	590	351	419	50	34	70	0	0	2	5	0	4
139542_COM_NODE_405_length_60669_cov_12.626175	30	42	32	3203	3077	1575	7938	8573	16563	167	38	60	274	309	270	195	673	1313	19	21	1	521	144	115	1064	1366	2123	19	1	16	259	256	208	371	1213	567	30	16	9	157	183	308	881	1624	6206	340	324	675	1617	1435	2876	3486	3954	6641	9	4	10	180	132	143	98	96	107	1093	853	199	1145	390	496
139542_COM_NODE_409_length_60211_cov_44.548557	0	0	0	518	402	1371	27387	35126	68599	0	0	0	6	14	10	239	3857	1090	0	0	0	35	0	1	172	202	813	0	0	0	6	0	0	0	54	34	0	0	0	0	0	2	77	55	385	0	2	2	0	2	16	308	510	2063	0	0	0	203	60	59	2485	1946	2471	11	18	0	147	85	114
139542_COM_NODE_423_length_59392_cov_6.097949	0	0	0	68	80	176	3440	4614	8295	0	0	0	2	1	3	40	420	189	0	0	0	20	0	0	93	121	278	0	0	0	4	0	0	23	50	25	0	0	0	0	0	0	64	57	361	1	0	0	0	0	1	13	30	125	0	0	0	6	0	4	545	392	481	41	28	0	151	34	52
139542_COM_NODE_448_length_57860_cov_34.137272	0	2	1	616	680	1114	20379	26919	51301	0	0	4	17	15	16	216	1114	752	0	2	4	41	4	4	299	634	1497	0	0	0	14	10	6	26	258	85	0	0	0	0	2	5	38	52	293	0	0	0	0	2	2	56	53	88	7	0	2	50	27	29	1754	1217	691	90	45	0	424	132	171
139542_COM_NODE_479_length_56040_cov_37.219059	1	1	0	2194	2113	2019	21634	24357	47859	11	4	2	39	19	22	134	426	622	0	0	0	30	9	2	197	178	496	3	0	0	33	20	17	118	217	71	18	15	15	67	80	100	509	868	3684	1	3	0	7	7	5	176	137	229	2	0	0	4	6	7	22	17	23	32	63	17	429	68	179
139542_COM_NODE_495_length_55547_cov_13.232971	7	3	3	197	189	413	7653	8596	17597	41	10	9	31	66	33	604	594	1871	15	19	12	38	15	21	354	489	728	24	6	12	23	42	9	154	282	116	10	16	3	13	7	26	532	977	2604	7	4	9	51	45	72	2281	2413	2029	0	0	5	40	30	17	79	54	63	40	50	8	805	248	423
139542_COM_NODE_784_length_45241_cov_4.392489	0	1	0	207	201	162	2080	2916	5214	0	0	1	1	7	2	25	349	119	0	0	0	18	2	0	41	67	192	1	0	0	2	0	0	19	54	30	1	0	0	0	0	4	35	25	262	0	0	0	0	0	0	3	6	34	0	0	0	2	4	0	312	250	190	49	32	1	106	85	48
139542_COM_NODE_810_length_44670_cov_9.044290	3730	5166	4748	7156	7603	3017	4144	271	517	1339	463	628	634	774	758	10	36	32	82	121	123	78	56	49	33	40	70	6	5	4	95	74	76	10	31	11	444	408	493	160	199	341	3	7	60	1	0	9	17	31	70	0	6	9	177	118	200	147	82	42	31	23	48	77	111	53	16	6	5
139542_COM_NODE_868_length_43655_cov_6.922041	1	0	0	127	76	172	3182	2723	5425	5	4	5	8	2	8	36	109	89	0	2	2	13	22	3	21	55	221	2	13	13	11	7	9	9	41	3	60	84	8	1	0	1	0	5	18	3	1	3	0	2	3	1	0	5	1	2	0	4	4	1	55	29	42	175	157	81	67	35	29
139542_COM_NODE_944_length_41787_cov_7.715638	326	423	395	5608	5281	2690	3281	165	295	532	98	147	20	69	45	15	59	9	1	4	0	31	10	2	3	2	13	2	3	4	7	3	0	0	0	0	20	19	28	0	0	2	0	1	9	4	1	2	0	0	0	0	0	0	4	4	7	8	1	4	2	4	3	35	12	0	7	2	0
139542_COM_NODE_945_length_41749_cov_85.442126	0	0	0	1105	1135	2007	34575	40211	82747	13	0	4	10	11	8	502	2163	776	0	4	0	68	8	5	350	553	1596	0	0	0	15	12	4	23	230	154	2	0	0	2	0	13	98	129	774	0	0	0	0	5	8	352	448	451	0	0	0	23	15	10	246	203	210	44	55	0	476	149	252
139542_COM_NODE_961_length_41466_cov_7.967521	16	6	6	246	286	271	3406	3874	7882	14	8	13	5	10	7	212	756	246	1	4	0	12	2	0	32	58	140	4	15	9	4	0	2	0	3	3	0	6	7	0	1	2	0	1	16	5	7	4	13	10	22	86	91	184	0	1	2	7	3	10	3	4	2	8	4	2	46	6	16
139542_COM_NODE_977_length_41131_cov_8.803291	771	818	713	5474	6609	2563	3437	166	331	353	179	256	160	265	232	30	42	240	4	12	4	35	23	25	73	30	67	23	2	21	377	334	325	377	376	444	33	19	22	11	24	27	3	1	9	15	21	28	173	257	280	356	393	238	68	43	82	74	47	46	13	5	8	590	546	229	247	124	160
139542_COM_NODE_1001_length_40625_cov_5.967735	157	198	207	3580	4474	1510	2571	898	1681	55	34	102	20	46	22	11	13	8	0	2	0	6	4	2	21	20	32	0	0	0	26	51	19	19	37	22	112	91	92	132	162	180	25	32	135	14	24	27	23	27	50	0	0	18	7	4	4	25	18	4	15	21	19	17	78	31	15	2	13
139542_COM_NODE_1063_length_39350_cov_13.141290	0	0	0	6051	6764	2173	5089	2943	5410	2	8	12	28	44	54	46	89	104	0	1	0	5	4	2	29	60	52	0	0	0	2	0	2	8	20	4	0	5	0	60	116	87	6	7	35	0	0	0	0	0	0	0	0	0	0	0	0	50	42	50	2	0	2	4	0	4	9	3	4
139542_COM_NODE_1066_length_39323_cov_7.668763	13	6	6	79	88	151	3099	3317	6437	2	0	0	32	22	15	142	103	565	0	2	0	30	13	12	298	544	592	0	0	0	3	8	13	1667	1813	1078	1	0	0	32	27	79	432	659	2141	0	0	1	0	3	4	101	105	151	0	0	1	20	22	1	39	17	18	14	39	28	4087	310	3509
139542_COM_NODE_1073_length_39153_cov_37.228938	0	0	6	158	212	726	14692	22501	41732	0	4	19	78	48	56	385	250	2746	0	0	0	100	18	18	939	1973	1036	0	0	0	0	12	1	26	130	27	2	4	0	1	0	0	6	41	132	3	12	7	2	3	4	17	50	73	0	0	0	6	4	0	21	28	22	4	6	2	812	138	417
139542_COM_NODE_1120_length_38517_cov_11.822760	0	0	0	192	172	347	4723	4855	9139	2	0	0	6	2	0	499	1089	389	0	0	0	16	0	0	43	75	257	0	0	0	2	0	0	0	6	14	0	0	0	0	0	2	6	8	148	0	4	0	0	1	0	39	70	140	0	0	0	1	0	0	5	2	8	21	20	0	148	41	24
139542_COM_NODE_1200_length_37237_cov_6.232801	7	5	9	101	94	177	2445	2203	4500	15	14	39	11	38	32	5022	9635	954	0	2	0	64	17	6	50	675	1690	4	31	1	12	14	5	58	277	68	0	0	0	4	6	0	419	1252	4688	0	0	0	4	0	3	0	4	10	0	0	0	2	0	0	0	0	0	60	45	4	606	156	121
139542_COM_NODE_1214_length_37074_cov_72.404495	0	0	0	752	794	1287	22946	27894	56292	0	3	0	1	1	4	34	270	239	0	0	0	18	0	0	47	140	313	0	0	0	21	13	7	65	174	48	0	0	0	2	0	17	107	256	1958	0	0	0	1	0	0	7	5	5	2	0	1	9	10	10	2	3	14	272	207	14	922	105	167
139542_COM_NODE_1241_length_36661_cov_24.113205	9810	13048	12781	16530	19007	5377	7755	268	912	5917	3754	5337	3044	3657	3830	591	254	2730	722	785	419	553	492	540	657	375	397	6	4	5	33	47	46	25	15	6	72	76	151	24	20	39	0	0	8	24	6	6	5	20	10	0	0	1	25	3	17	117	59	47	20	7	13	22	58	12	32	6	9
139542_COM_NODE_1291_length_36042_cov_23.329647	0	1	1	579	536	618	8497	7898	16211	0	2	0	15	10	10	215	977	112	0	0	0	8	3	2	22	19	109	2	1	0	85	43	44	19	29	11	2	2	10	23	16	15	64	57	331	4	8	7	13	9	5	0	0	1	0	0	1	7	5	5	0	0	0	166	99	40	91	31	31
139542_COM_NODE_1298_length_35973_cov_7.875271	19	17	32	2908	3022	1214	2060	446	977	9	2	2	7	6	2	3	29	9	0	0	0	1	0	0	0	0	4	0	0	0	10	13	12	4	7	5	85	61	77	868	1175	1408	18	11	13	21	35	28	600	632	809	46	31	27	7	4	20	24	12	19	4	3	3	17	7	4	7	3	4
139542_COM_NODE_1301_length_35960_cov_16.271188	0	0	0	810	874	731	5930	7246	12630	0	0	0	8	2	6	30	202	108	0	0	0	0	0	4	20	41	67	0	0	0	6	0	0	5	16	3	0	0	0	0	0	9	0	22	57	0	0	0	0	0	0	0	0	0	0	0	0	13	10	4	57	67	53	11	4	0	32	8	8
139542_COM_NODE_1302_length_35960_cov_11.467484	0	1	4	430	374	417	4288	4107	8688	4	0	0	7	17	16	78	220	126	9	0	7	12	2	2	31	50	94	2	0	1	77	45	51	50	40	24	12	9	10	52	49	48	56	110	328	5	4	5	11	7	14	12	25	30	0	3	2	28	21	27	8	12	14	103	104	45	95	23	26
139542_COM_NODE_1335_length_35623_cov_6.211623	0	0	0	573	526	278	2247	2351	4382	0	0	0	12	9	8	10	105	74	0	0	0	5	0	0	14	29	71	2	0	0	1	12	0	47	57	21	0	0	0	45	29	57	116	175	656	0	0	0	4	3	4	28	24	28	0	1	0	2	8	3	4	2	1	14	16	5	31	2	9
139542_COM_NODE_1339_length_35576_cov_9.356719	375	455	452	5302	4865	2124	3424	924	1827	1061	166	246	120	201	146	16	104	89	165	125	95	339	179	198	43	27	85	102	42	109	136	145	64	8	46	24	438	338	614	60	55	278	6	18	60	12	20	26	5	7	24	2	2	0	6	4	26	20	8	7	4	3	9	316	259	45	39	8	31
139542_COM_NODE_1350_length_35504_cov_86.486474	0	0	0	729	586	1843	30919	33407	62519	8	0	0	2	12	3	1073	2935	714	0	0	0	21	2	0	119	236	619	0	0	0	0	0	6	43	125	42	1	0	2	1	0	1	47	87	360	0	0	0	0	0	0	122	158	150	0	0	0	7	8	6	117	82	55	24	3	2	712	615	423
139542_COM_NODE_1386_length_35147_cov_44.413086	0	0	0	704	593	886	13899	15090	31031	0	2	2	10	10	14	30	111	223	0	2	0	17	9	0	104	226	457	0	0	0	2	8	0	48	123	71	1	0	1	0	2	9	41	119	783	0	1	3	0	0	0	0	5	8	0	0	2	25	20	26	133	108	144	25	27	1	596	101	143
139542_COM_NODE_1402_length_34978_cov_41.292787	0	2	0	1343	1072	1247	14811	12533	25352	13	6	8	59	98	93	752	2794	2236	2	5	4	91	35	31	712	383	930	0	0	0	29	33	8	155	144	217	0	1	0	0	0	10	101	111	836	0	0	0	0	0	0	4	0	0	0	0	0	19	0	12	34699	28367	30403	267	142	25	681	249	265
139542_COM_NODE_1406_length_34933_cov_55.069872	0	0	0	1728	1604	1315	13999	16125	31640	5	7	3	65	83	81	436	555	1146	0	8	2	67	7	3	584	338	728	4	2	2	20	28	4	146	154	228	1	0	1	21	30	42	569	783	3513	0	0	0	1	3	1	34	60	92	0	0	0	45	23	21	19	21	17	61	66	22	824	190	486
139542_COM_NODE_1416_length_34803_cov_8.033901	0	0	0	96	86	180	2856	3653	6902	0	0	0	0	7	6	67	270	114	0	0	0	4	0	0	27	13	48	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	4	14	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	11	2	3	12	7	0	19	4	0
139542_COM_NODE_1431_length_34656_cov_5.646629	0	0	0	23	23	62	1237	1702	3046	0	0	0	2	4	2	114	60	48	0	0	0	0	0	0	165	149	171	0	0	0	0	0	0	11	29	5	0	0	0	0	0	0	38	34	68	0	0	0	0	0	0	12	29	49	0	0	0	41	33	13	733	609	413	0	5	6	55	14	44
139542_COM_NODE_1434_length_34640_cov_8.563944	0	0	0	38	33	176	3086	4198	7323	0	0	0	0	0	0	50	410	138	0	0	0	16	0	0	92	154	476	0	0	0	6	2	0	9	68	14	0	0	2	0	0	4	16	32	224	0	0	0	0	0	0	1	4	4	0	0	0	5	2	4	4259	3342	2640	27	14	0	301	85	84
139542_COM_NODE_1480_length_34095_cov_6.662838	0	0	0	89	79	99	1383	1897	3165	0	0	0	2	1	0	85	136	28	0	0	0	0	0	0	27	28	28	0	1	0	0	1	0	25	101	37	2	0	0	0	2	1	36	55	42	0	0	0	0	0	0	3	5	5	0	0	0	45	51	64	215	173	200	0	0	0	123	118	42
139542_COM_NODE_1584_length_32998_cov_6.354552	0	0	0	384	374	319	2175	2525	4780	0	0	0	0	0	2	14	34	51	0	0	0	3	3	0	14	9	54	0	0	0	1	0	0	0	3	0	0	0	0	8	6	8	5	46	197	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	13	18	0	5	0	0
139542_COM_NODE_1622_length_32628_cov_6.070764	201	165	205	2986	2736	1561	2069	16	48	486	57	98	4	16	5	17	49	17	10	0	1	48	0	0	5	29	77	2	2	0	2	0	0	2	7	0	33	14	6	0	0	5	0	0	14	0	0	1	0	0	0	0	0	0	2	0	0	2	3	1	7	12	10	64	10	0	26	4	10
139542_COM_NODE_1669_length_32118_cov_11.085207	74	55	41	4369	4946	2160	3705	1185	2352	122	9	48	19	10	4	4	6	21	5	0	5	18	0	4	0	19	38	10	1	5	2	1	1	0	0	6	57	63	62	5	10	14	0	2	17	7	0	5	2	4	5	1	1	1	0	0	0	3	1	0	3	3	4	13	12	2	14	2	0
139542_COM_NODE_1712_length_31694_cov_14.901577	0	0	0	627	485	431	3161	3511	6433	8	0	1	1	8	6	63	975	243	0	0	0	25	0	2	61	76	250	0	0	0	5	3	1	3	30	27	0	0	0	0	0	2	32	34	340	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	12	9	13	82	51	0	74	38	36
139542_COM_NODE_1737_length_31418_cov_29.039473	0	3	0	644	520	524	6658	6950	13733	2	1	1	144	148	121	1041	1885	948	2	0	1	60	19	30	708	815	881	47	21	31	207	249	216	1917	2357	1582	7	4	3	142	135	175	422	908	3625	17	8	14	29	35	60	461	508	544	2	5	5	17	31	64	19	25	21	1440	737	452	5198	2767	1936
139542_COM_NODE_1754_length_31255_cov_25.633590	0	0	0	14	29	325	7728	9506	18155	1	1	2	8	13	10	131	69	542	7	1	9	8	0	1	90	138	157	2	0	0	16	28	23	729	628	484	0	0	0	4	2	0	32	44	117	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	2	2	52	63	56	512	169	403
139542_COM_NODE_1847_length_30359_cov_25.601637	0	0	0	3708	3968	1655	5972	4872	9575	0	0	3	10	19	13	201	336	431	0	0	0	3	0	5	33	103	79	0	0	0	1	0	0	0	3	3	0	0	0	10	23	9	26	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	17	2	2
139542_COM_NODE_1851_length_30328_cov_5.486671	8	2	8	1258	1199	612	1736	1177	2345	0	0	0	3	8	0	8	32	35	0	0	0	2	0	0	0	3	9	0	0	0	48	41	62	17	47	27	51	53	50	28	61	59	173	498	1095	0	2	2	1	7	14	28	36	61	47	21	39	24	14	18	37	16	26	196	110	43	60	33	37
139542_COM_NODE_1940_length_29670_cov_21.981395	6664	7115	6414	16231	14173	4830	6823	1238	2536	1162	738	999	428	551	395	181	535	555	16	10	6	21	4	4	78	20	52	28	4	18	16	8	0	0	0	0	394	337	366	70	42	131	0	2	4	341	196	413	197	343	293	12	28	27	50	55	16	61	26	40	30	22	24	12	6	12	0	0	2
139542_COM_NODE_2112_length_28254_cov_137.031136	0	0	0	2471	2365	2683	40107	41152	80138	13	0	2	2	5	8	88	742	458	0	0	0	28	6	0	66	180	561	0	0	0	0	5	0	2	24	4	0	0	0	0	0	0	9	31	128	0	0	1	0	0	0	0	2	7	0	0	0	0	0	0	7	2	5	75	42	4	147	12	10
139542_COM_NODE_2129_length_28127_cov_14.446032	0	0	0	386	318	365	4216	3323	6446	0	0	0	0	4	0	23	589	66	0	0	0	8	0	2	17	37	130	0	0	0	0	0	0	4	22	9	0	0	0	0	0	0	2	2	16	0	0	0	0	0	0	0	0	0	0	0	0	29	18	22	11577	9617	6870	22	12	2	69	14	16
139542_COM_NODE_2158_length_27946_cov_8.837295	0	0	0	53	73	121	2603	2967	5886	1	0	1	0	0	0	79	46	53	0	0	0	1	0	0	51	65	77	0	0	0	0	1	0	83	114	94	0	0	0	2	1	2	29	81	506	0	1	0	0	0	0	8	27	62	0	0	0	23	8	0	197	117	86	1	10	0	626	97	422
139542_COM_NODE_2268_length_27167_cov_53.331809	0	0	0	1649	1357	1148	14071	18508	36321	4	0	0	11	4	6	52	115	175	0	0	0	5	2	4	12	51	88	0	0	0	0	6	0	4	6	4	2	0	0	0	0	0	5	11	69	3	0	0	0	0	2	44	39	50	0	0	2	0	0	2	9	5	6	6	8	0	32	3	3
139542_COM_NODE_2359_length_26537_cov_59.609999	0	0	0	0	0	441	9311	13805	24142	2	0	0	1	5	2	1653	7859	1654	3	0	0	20	10	1	364	550	1691	0	0	0	0	0	0	9	90	14	0	0	0	0	0	1	13	11	85	0	0	0	0	0	0	67	105	204	0	0	0	0	0	0	21	13	10	23	8	0	337	81	107
139542_COM_NODE_2383_length_26399_cov_10.772586	2	2	0	434	432	312	2992	3212	6539	0	0	0	0	3	2	8	5	29	0	0	0	2	0	0	19	24	42	0	0	0	17	29	30	31	29	22	0	0	1	0	1	1	2	9	21	0	0	0	0	4	4	37	82	86	0	0	0	39	23	8	37	20	21	5	31	26	32	5	8
139542_COM_NODE_2403_length_26302_cov_19.349640	1	1	1	686	807	490	4823	5756	11203	5	0	0	9	4	17	42	81	190	0	0	0	17	0	5	130	137	270	0	0	0	7	8	0	55	87	68	0	0	0	38	45	45	90	144	649	0	2	0	0	0	1	16	20	38	2	0	0	90	71	28	79	54	48	13	11	7	386	73	152
139542_COM_NODE_2408_length_26260_cov_44.462660	1	0	0	257	287	512	9457	10369	21499	17	8	15	116	201	130	20660	16385	16079	5	8	0	82	37	44	6393	3615	4154	1	3	0	52	31	27	1378	1435	1509	0	0	4	29	10	44	2279	2065	5291	4	0	0	4	0	2	710	1058	1448	15	9	4	563	353	487	2149	1602	1062	170	104	58	5242	5584	5343
139542_COM_NODE_2431_length_26156_cov_5.723727	0	0	0	2709	2798	1022	1569	239	571	0	0	0	72	115	129	41	58	61	0	0	0	8	0	2	2	13	30	0	0	0	20	7	14	31	40	10	0	0	0	47	39	60	7	17	53	0	0	0	0	0	0	2	3	0	0	0	0	211	109	98	75	73	111	31	45	39	26	0	4
139542_COM_NODE_2455_length_26038_cov_6.624408	0	0	0	476	462	195	873	860	1526	0	0	0	4	6	4	38	76	30	0	0	0	3	2	0	20	29	26	0	0	0	0	0	0	4	12	9	0	0	0	0	0	0	0	3	18	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	6	4	5	12	7	9
139542_COM_NODE_2461_length_26003_cov_6.529058	0	0	0	280	223	175	1778	2271	4451	0	0	0	0	8	0	10	65	22	0	0	0	12	0	0	11	27	118	0	0	0	0	0	2	0	17	11	0	0	0	1	0	2	75	178	1571	0	0	0	0	0	0	2	8	41	0	0	0	2	9	2	185	152	186	8	18	0	79	18	18
139542_COM_NODE_2505_length_25743_cov_29.480847	0	0	0	60	57	388	7168	7292	14703	0	0	0	6	2	6	935	873	1334	4	0	0	29	7	0	1926	1274	1751	2	0	0	0	2	2	747	773	715	0	0	0	2	0	0	88	298	1430	0	0	0	0	0	0	16	0	3	0	0	0	0	5	1	13	6	5	28	24	10	1575	2273	458
139542_COM_NODE_2546_length_25511_cov_10.055704	0	0	0	109	85	129	2525	3425	6282	1	0	0	0	0	0	3	45	45	0	0	0	7	0	0	148	366	865	0	0	0	0	2	0	51	201	88	0	0	2	2	2	0	31	170	796	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	3	7	2	25	9	1	881	166	188
139542_COM_NODE_2601_length_25177_cov_8.049439	95	94	113	2617	2579	1189	2109	685	1293	290	103	168	184	273	232	10	24	14	16	14	3	31	9	5	10	39	39	9	2	5	5	1	0	0	0	0	0	3	1	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	4	4	8	60	43	56	13	6	4	24	15	2	4	0	2
139542_COM_NODE_2624_length_25035_cov_26.436509	0	0	0	268	197	367	6816	8659	15746	0	0	0	0	0	4	19	65	109	0	0	0	3	0	0	19	21	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	26	0	0	0	0	0	0	0	3	27	0	0	0	2	0	0	56	40	60	0	0	0	3	0	5
139542_COM_NODE_2791_length_24110_cov_13.523633	0	4	0	38	31	155	3412	3720	7643	12	0	2	4	2	2	69	465	103	0	2	0	14	14	6	23	34	125	0	0	0	6	0	0	0	11	11	3	2	1	0	0	3	147	165	1001	0	0	0	0	0	5	2	0	0	2	0	0	2	4	2	60	36	38	21	13	0	31	0	7
139542_COM_NODE_2914_length_23435_cov_7.015013	583	998	918	3517	4145	1298	1639	96	248	11	9	6	15	17	12	31	81	56	0	0	0	10	9	13	61	49	39	2	0	0	13	12	14	2	0	2	165	183	245	5	24	22	2	3	0	501	631	494	731	932	1422	517	370	324	1294	704	1696	131	68	95	2	2	0	42	12	11	0	1	2
