Contig	viruses_3097x_sr.mmi.139536_S27_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139537_S33_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139538_S35_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139539_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139540_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139541_S25_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139542_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139543_S12_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139544_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139545_S147_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139546_S148_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139547_S149_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139548_S150_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139549_S151_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139550_S152_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139551_S153_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139552_S154_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139553_S155_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139554_S156_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139555_S157_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139556_S158_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139557_S159_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139558_S160_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139560_S161_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139561_S162_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139562_S163_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139563_S164_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139564_S165_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139565_S166_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139566_S167_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139567_S168_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139568_S169_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139569_S170_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139570_S171_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139571_S172_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139572_S173_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139573_S174_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139574_S175_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139575_S176_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139576_S177_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139577_S178_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139578_S179_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139579_S180_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139580_S181_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139581_S182_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139582_S183_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139583_S184_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139584_S185_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139585_S186_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139586_S187_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139587_S188_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139588_S189_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139589_S190_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139590_S191_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3106_S36_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3107_S37_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3108_S38_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3109_S39_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3110_S40_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3111_S41_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3112_S42_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3113_S43_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3114_S44_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9007_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9008_S2_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9009_S3_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9010_S4_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9011_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9012_S6_R1_001.fastq.gz_filtered Read Count
139542_COM_NODE_2920_length_23397_cov_8.884372	0	0	0	25	17	89	2139	2198	4484	4	0	0	6	6	2	203	631	247	0	0	0	7	2	0	36	28	115	0	0	0	0	0	0	6	22	5	1	1	0	0	0	2	10	12	56	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	86	91	51	12	9	0	176	89	97
139542_COM_NODE_2949_length_23251_cov_10.923996	12	15	6	1425	1179	693	1619	950	1957	92	29	45	26	24	33	2	37	41	5	2	0	27	6	9	15	27	67	0	0	0	6	2	1	8	15	7	3	0	1	3	0	0	1	3	15	0	0	0	0	0	0	0	0	0	82	58	7	24	10	16	7	1	5	43	32	0	36	7	4
139542_COM_NODE_3086_length_22705_cov_21.777042	0	0	0	985	992	632	5050	4841	9280	10	0	0	17	10	7	31	262	179	0	0	0	26	2	9	53	115	202	0	0	0	22	18	4	66	183	51	1	0	0	274	259	457	839	1245	5060	2	1	5	19	10	40	117	114	170	1	0	3	111	61	61	29	28	31	137	61	13	167	17	37
139542_COM_NODE_3089_length_22684_cov_19.674444	0	0	0	358	264	387	4616	4848	9771	0	0	4	0	2	2	35	627	83	0	0	0	18	2	0	22	94	221	0	0	0	0	3	0	4	15	22	0	0	0	0	0	0	22	29	250	0	0	2	0	0	0	2	6	4	0	0	0	12	9	11	2170	1807	1795	13	7	0	181	45	21
139542_COM_NODE_3161_length_22323_cov_7.297602	0	0	0	52	58	79	1274	1326	2714	2	0	0	41	58	40	230	123	508	1	0	0	74	55	63	1340	938	1033	0	0	0	157	146	174	402	337	252	0	2	2	18	33	38	178	211	462	0	0	0	4	3	6	11	13	21	0	0	1	20	12	10	24	22	10	158	228	170	496	257	425
139542_COM_NODE_3950_length_19291_cov_26.390310	0	0	0	75	93	210	3023	4158	7390	0	0	0	0	2	0	196	1351	245	0	0	0	5	0	2	63	79	299	0	0	0	0	0	0	11	55	10	0	0	0	0	0	0	11	19	107	0	0	0	0	0	2	9	12	17	0	0	0	9	12	11	38	27	27	8	4	0	131	33	41
139542_COM_NODE_4014_length_19106_cov_9.205239	0	0	0	266	258	144	1815	1794	3649	0	0	0	2	6	4	9	26	92	0	0	0	1	0	2	8	14	127	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	7	0	23	0	0	0	0	1	2	0	1	0	0	2	0	7	4	2
139542_COM_NODE_4237_length_18394_cov_5.987186	4	12	8	430	476	170	851	771	1591	0	0	1	35	29	26	52	67	515	5	2	14	48	39	28	111	112	143	13	0	20	93	96	93	575	551	310	11	8	9	195	218	285	241	304	968	4	0	2	20	20	42	43	55	46	74	33	74	748	629	617	20	20	28	140	150	86	1081	202	707
139542_COM_NODE_4438_length_17819_cov_4.901148	0	0	0	20	19	38	916	1419	2606	0	0	0	0	0	0	76	71	14	0	0	0	3	0	0	6	126	18	0	0	0	0	0	0	15	24	48	0	0	0	0	0	0	8	2	41	0	0	0	0	0	0	2	4	4	0	0	0	4	10	3	946	230	781	0	0	0	4	17	17
139542_COM_NODE_4705_length_17027_cov_8.770622	0	0	0	3	2	39	1034	1521	2832	0	0	0	0	3	0	9	40	19	0	0	0	0	0	0	5	19	44	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	2	13	54	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0
139542_COM_NODE_5314_length_15776_cov_7.159850	111	121	97	1405	1438	559	894	59	112	669	229	290	106	157	130	0	6	3	41	55	157	128	59	56	6	15	46	0	5	0	16	18	9	3	11	6	65	61	83	12	10	28	0	6	13	1	0	2	1	0	6	0	0	0	8	7	8	24	15	6	20	20	12	28	77	1	15	2	5
139542_COM_NODE_5508_length_15390_cov_20.900685	0	0	0	194	230	251	3321	4816	9161	0	0	0	51	46	30	95	188	452	0	0	0	7	10	8	89	56	115	0	0	0	10	8	6	13	41	21	0	0	0	0	2	0	2	13	47	14	2	6	44	82	34	967	1024	682	0	0	0	2	0	2	17	16	32	10	16	2	17	27	7
139543_S12_NODE_8_length_221497_cov_19.353840	0	0	0	99	95	1429	30653	44036	85546	2	1	1	2	8	0	993	708	676	0	0	1	9	1	0	229	90	115	6	3	2	62	45	40	3	17	15	26	23	23	20	18	21	4	0	28	19	29	9	9	14	9	113	151	253	0	1	0	6	0	0	2	0	0	7	26	15	8	11	12
139543_S12_NODE_15_length_173562_cov_88.971177	72	48	49	12687	14418	10451	132224	157698	297513	340	169	330	322	465	464	1603	7153	4796	21	71	21	771	148	74	8147	4873	10153	36	20	39	327	297	144	244	1469	2216	218	189	164	95	133	215	1089	724	4390	8	12	15	15	3	14	20	42	84	23	6	13	67	28	41	19	10	10	197	380	99	3696	1323	3434
139543_S12_NODE_22_length_156847_cov_6.713582	1	0	1	411	375	614	9047	10959	20943	12	4	13	643	1080	672	7409	11279	6738	6	2	2	97	38	28	1355	2230	3319	3	3	3	13	7	11	133	246	220	3	0	0	0	2	12	1658	1431	6772	3	13	4	0	5	2	279	569	978	0	3	3	95	57	10	32	18	22	9	27	8	482	95	363
139543_S12_NODE_39_length_117733_cov_24.541384	0	0	0	292	353	809	14106	19200	36500	4	2	2	18	17	8	758	817	923	0	1	0	56	27	26	782	805	1015	2	0	0	27	25	3	206	468	282	2	0	2	13	12	58	1010	1518	7457	2	1	5	5	11	9	938	1139	2058	3	2	0	29	9	22	63	37	43	30	40	17	1608	672	832
139543_S12_NODE_180_length_67799_cov_21.432407	1	0	0	74	63	549	9716	14859	23461	0	0	0	1	10	3	3353	4395	2259	0	0	0	3	0	0	435	561	443	0	0	0	0	0	0	18	22	20	0	0	0	0	0	0	3	8	37	0	0	0	0	0	0	1	2	2	2	0	0	2	0	0	125	87	101	0	4	0	167	141	66
139543_S12_NODE_181_length_67631_cov_10.867172	0	0	0	347	293	420	5639	7607	13195	2	0	0	2	4	4	117	3380	599	0	0	0	22	6	8	196	215	610	0	0	0	26	10	0	8	155	261	0	0	0	2	0	28	991	535	5128	0	0	0	0	2	0	12	31	94	0	2	0	42	8	7	750	490	724	100	64	2	725	643	638
139543_S12_NODE_193_length_65003_cov_22.590257	5	2	7	417	356	552	10600	13570	26265	23	7	26	48	114	162	540	597	659	2	13	2	52	14	7	149	526	725	1	1	4	30	32	26	171	1008	260	25	34	42	13	12	76	678	944	4814	6	4	3	1	3	5	165	273	731	3	0	2	42	19	7	85	77	78	14	78	8	782	77	306
139543_S12_NODE_205_length_62739_cov_61.038511	0	0	0	2076	2259	2039	27862	38981	70849	17	12	5	28	50	47	153	431	641	2	0	0	39	11	3	971	690	981	0	0	0	12	13	13	368	678	467	2	0	5	23	12	17	561	810	3287	0	13	11	0	6	10	130	210	425	0	0	0	5	6	1	20	20	21	51	26	13	2223	659	1128
139543_S12_NODE_220_length_61590_cov_22.566572	8	2	3	3151	2991	1658	9771	13967	27392	25	4	13	315	131	358	992	866	614	0	4	2	91	23	15	524	589	1108	0	0	0	66	86	24	310	358	347	27	15	35	147	175	259	587	594	1702	22	35	18	191	294	502	832	1064	874	68	20	46	160	101	58	19	21	16	55	128	49	541	119	320
139543_S12_NODE_230_length_60545_cov_11.061382	0	0	0	8	8	240	5727	6894	13335	2	0	0	16	22	4	25	105	622	0	0	0	16	0	2	2008	588	1524	0	0	0	9	5	4	10	73	112	0	0	0	0	0	0	12	2	46	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	10	13	5	117	12	176
139543_S12_NODE_231_length_60541_cov_5.352792	4	3	2	170	184	187	2538	3343	6219	0	0	1	6	1	2	14	1	29	1	0	0	0	0	0	5	5	1	5	2	2	4	0	6	8	4	0	1	0	0	19	34	20	92	95	41	3	5	8	31	26	40	97	82	85	0	0	0	19	8	12	64	58	78	14	5	4	5	0	1
139543_S12_NODE_233_length_60300_cov_13.773575	0	0	0	430	465	571	6970	7680	15314	0	0	0	17	13	12	1983	695	2450	0	3	0	6	2	3	702	734	751	0	0	0	4	0	1	581	660	507	0	2	1	14	13	13	3696	4335	8404	5	0	0	0	0	6	1747	2353	2746	1	3	0	873	618	456	1240	1049	896	4	12	8	3547	1649	2949
139543_S12_NODE_248_length_58925_cov_8.646407	43	22	32	1585	1278	710	2037	2715	5301	164	71	156	40	47	36	9	30	18	2	14	5	38	8	15	27	44	80	0	0	0	4	9	1	2	13	7	2	0	8	0	1	1	2	2	23	0	0	0	0	0	0	0	0	2	66	34	53	556	354	131	135	96	89	12	13	0	56	3	3
139543_S12_NODE_282_length_56890_cov_25.696402	5	1	0	4935	4140	2332	14116	15062	29018	40	7	22	56	149	262	245	598	611	0	1	0	47	24	15	287	482	854	0	0	0	29	45	27	106	394	145	6	11	3	4	5	22	84	122	529	0	0	2	0	0	0	1	1	21	23	6	19	31	16	15	34	34	47	40	70	11	350	76	123
139543_S12_NODE_343_length_51742_cov_6.236055	0	0	2	67	65	146	2502	3371	6284	0	0	0	6	0	2	77	43	296	0	0	0	8	2	0	466	333	353	0	0	0	2	1	0	79	157	76	0	2	0	31	31	36	273	392	1302	0	0	0	1	1	0	76	82	132	0	0	0	87	65	31	610	554	466	6	13	4	272	98	159
139543_S12_NODE_350_length_50956_cov_4.975364	3	0	0	107	95	159	2432	2622	4833	0	1	0	0	2	0	26	54	26	0	0	0	4	0	0	2	4	75	0	0	0	0	2	1	8	7	2	1	0	2	0	0	0	4	16	32	0	0	0	1	1	0	0	0	2	0	0	0	10	8	4	3669	3125	3521	18	11	0	26	4	4
139543_S12_NODE_354_length_50733_cov_8.282963	0	0	0	226	159	279	3663	4341	8030	8	0	0	6	0	2	109	2328	234	0	0	0	22	0	2	60	108	292	0	0	0	6	2	0	8	44	37	0	0	0	0	0	8	59	94	699	0	0	1	2	4	7	44	79	234	0	0	0	6	0	0	77	71	61	96	67	8	212	84	90
139543_S12_NODE_359_length_49973_cov_15.283485	1	0	0	165	138	300	5757	7927	15028	5	0	0	3	9	6	99	424	284	0	4	0	6	2	0	138	79	268	0	0	0	4	0	0	22	33	37	1	1	3	2	0	4	127	196	597	4	1	0	3	6	1	139	212	211	2	0	1	5	4	4	37	22	22	6	8	0	130	72	96
139543_S12_NODE_362_length_49899_cov_16.286674	1934	2129	2025	7125	7976	2584	8069	7571	14160	257	189	274	327	329	360	1646	908	5053	60	63	36	96	90	76	585	300	313	32	6	17	56	43	52	248	311	209	118	121	120	26	24	30	100	85	311	151	119	103	140	195	158	123	106	140	181	79	274	845	626	792	124	145	96	62	58	35	716	193	456
139543_S12_NODE_365_length_49747_cov_7.187857	0	0	0	345	359	281	3303	3686	7295	0	0	0	2	1	8	331	88	236	0	0	0	6	0	0	21	41	36	0	0	0	3	1	0	13	23	9	0	0	0	5	0	4	4	0	47	0	0	0	0	0	0	0	0	0	0	0	0	43	33	28	115	90	75	1	4	0	27	8	16
139543_S12_NODE_383_length_48380_cov_8.661666	0	0	0	36	35	120	2515	3791	6873	2	0	0	2	6	4	57	148	153	0	2	0	10	0	0	64	94	157	0	0	0	0	0	0	10	74	16	0	0	0	0	0	0	11	34	221	1	0	0	0	0	2	15	26	69	0	0	0	0	2	2	126	120	143	14	5	0	141	41	39
139543_S12_NODE_401_length_47245_cov_9.536470	0	0	0	308	252	283	4521	4656	9224	0	0	0	2	3	0	6	164	95	0	0	0	6	0	0	34	44	151	0	0	0	0	0	0	2	6	8	0	0	0	0	0	0	2	2	14	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	18	10	0	0	0	28	4	18
139543_S12_NODE_405_length_47008_cov_7.251187	2	2	1	10	16	183	2836	3538	6178	4	0	3	0	14	10	204	1216	568	0	0	0	8	2	0	176	108	249	0	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	2	3	0	40	14	13
139543_S12_NODE_415_length_46508_cov_6.429402	1	0	0	2010	2340	897	3158	2503	5107	0	0	0	34	79	75	270	392	797	0	0	0	7	0	0	80	44	68	16	2	0	14	42	21	5865	5359	5439	0	2	3	198	198	247	386	451	1168	0	0	0	2	4	3	31	38	34	0	7	0	4	7	7	5	3	0	248	177	96	2444	3832	2539
139543_S12_NODE_420_length_46316_cov_4.688096	0	0	0	134	168	183	1956	2278	4872	2	0	0	0	4	2	12	189	37	0	0	0	16	2	2	47	46	155	0	0	0	6	4	0	0	32	57	0	0	0	0	0	6	100	114	712	0	0	0	0	0	0	8	12	34	0	0	0	6	4	0	104	114	67	4	28	0	92	12	74
139543_S12_NODE_423_length_46074_cov_6.035790	40	77	75	818	736	411	2579	2742	4866	3	1	5	46	65	71	85	178	266	3	13	0	450	366	229	2725	2590	2212	0	0	0	160	174	165	71	228	96	184	137	95	27	54	51	64	83	236	0	0	0	0	3	5	3	1	1	25	23	42	85	62	45	16	20	11	374	410	118	395	87	113
139543_S12_NODE_424_length_46040_cov_6.250321	65	91	61	1237	1270	650	3029	2903	5594	33	17	24	100	109	116	231	272	974	12	5	5	59	15	13	140	186	467	14	1	13	77	110	85	66	119	40	227	253	195	399	569	518	183	470	1973	16	16	25	47	46	71	44	55	58	3	3	0	18	3	2	4	2	9	169	219	59	141	24	36
139543_S12_NODE_433_length_45559_cov_6.739100	17	14	20	821	882	496	2820	2997	5597	11	0	2	21	34	39	261	236	797	0	2	0	168	51	33	1638	1764	3099	4	1	5	32	37	31	94	386	126	4	6	11	10	8	33	131	147	701	22	18	13	34	35	37	326	289	248	12	2	9	13	11	4	16	19	12	258	226	18	1150	283	334
139543_S12_NODE_434_length_45541_cov_5.280042	0	0	0	97	54	103	953	2516	4296	0	0	0	0	0	2	114	689	297	0	0	0	4	0	0	99	224	620	0	0	0	0	2	0	10	53	36	0	0	0	0	0	0	23	51	189	0	0	2	0	0	0	0	2	10	0	0	0	0	0	0	12	8	7	19	14	0	158	61	43
139543_S12_NODE_441_length_45100_cov_5.404440	0	0	0	63	52	137	2673	2521	5207	0	0	0	0	0	6	14	54	46	0	0	0	5	0	0	9	28	103	0	0	0	0	0	0	0	3	0	0	0	0	2	5	24	502	1344	5745	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	35	4	8
139543_S12_NODE_442_length_45066_cov_7.192975	0	0	0	60	76	147	2432	3336	5835	0	0	0	0	0	0	22	142	109	0	0	0	2	0	0	17	4	19	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	1	0	5	0	0	0	0	2	0	0	0	0	4	0	2	0	0	3	1	2	3	6	4	3
139543_S12_NODE_443_length_44867_cov_22.621307	2	9	2	24	34	349	7782	10386	21961	0	0	0	7	6	7	305	246	1647	0	0	0	9	5	2	143	148	244	0	0	0	2	2	0	313	333	308	0	2	0	23	15	55	520	530	1382	0	0	1	0	0	0	118	137	204	0	0	0	0	2	3	19	8	17	8	7	2	802	581	672
139543_S12_NODE_448_length_44743_cov_6.650421	0	0	0	860	791	527	2602	3098	5614	0	0	2	14	8	2	14	99	28	0	0	0	6	0	2	16	45	126	0	0	0	2	0	4	8	26	4	0	0	0	2	0	18	213	346	3363	0	4	0	0	0	2	2	12	18	0	0	0	12	14	0	61	66	54	14	44	0	66	6	18
139543_S12_NODE_455_length_44342_cov_4.012645	0	0	0	27	18	59	1405	1921	3484	0	0	0	2	0	0	28	21	37	0	0	0	0	0	4	5	19	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	2	0	4	0	0	0	2	2	6
139543_S12_NODE_462_length_44051_cov_8.503614	0	0	0	76	53	130	2442	3870	6090	0	0	0	0	0	0	50	240	44	0	0	0	0	0	0	29	40	86	0	0	0	0	0	4	2	6	2	0	0	0	0	0	0	2	41	118	0	0	0	0	0	0	4	14	8	0	0	0	0	0	0	6	5	7	4	0	0	22	6	10
139543_S12_NODE_485_length_43247_cov_6.561609	0	0	0	74	56	151	2552	2929	5593	0	0	0	0	0	0	8	196	166	0	0	0	8	0	0	66	89	295	0	0	0	0	0	0	0	23	36	0	0	0	0	0	0	49	48	203	0	0	0	0	0	0	14	20	69	0	0	0	8	2	0	410	348	363	15	6	0	137	50	103
139543_S12_NODE_500_length_42563_cov_10.306531	0	0	0	59	51	162	3453	4478	8397	4	0	0	0	4	0	13	57	96	0	0	0	1	0	0	26	61	110	0	0	0	2	2	1	14	29	6	0	1	1	17	19	26	2306	4011	15698	0	0	0	0	0	0	19	26	31	0	0	0	7	1	4	9	9	3	3	7	8	75	25	23
139543_S12_NODE_508_length_42032_cov_9.538485	0	0	0	921	909	532	3698	4156	7503	0	0	0	0	1	2	29	62	14	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	2	7	2	0	0	0	0	0	0	0	3	73	0	2	0	0	0	0	0	0	4	0	0	0	0	0	1	0	7	5	6	7	0	8	0	0
139543_S12_NODE_514_length_41829_cov_7.130943	0	0	0	16	20	138	2447	3062	6172	0	0	0	6	4	9	31	92	315	1	0	0	0	2	1	20	36	83	0	0	0	0	1	1	36	43	13	0	0	0	0	4	2	4	19	42	0	0	0	0	0	0	56	87	90	0	0	0	0	0	2	15	9	12	4	3	0	203	9	56
139543_S12_NODE_528_length_41234_cov_6.811384	0	0	0	90	88	169	2440	2897	5821	0	0	0	2	0	0	20	563	63	0	0	0	2	0	0	57	35	127	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	10	2	18	0	0	0	0	0	0	6	0	8	0	0	0	46	13	14	2127	1557	1752	0	0	0	21	8	19
139543_S12_NODE_540_length_40740_cov_6.372988	0	0	2	97232	97696	40616	49231	2692	8207	0	0	0	0	0	0	0	10	0	11	2	0	1	0	0	0	3	0	441	0	393	60	0	88	82	0	129	22	21	9	1	0	6	0	2	0	15	9	65	3	9	8	7	17	12	0	0	0	0	0	0	8	0	0	2	0	23	12	0	23
139543_S12_NODE_543_length_40467_cov_4.886618	0	0	0	302	343	168	1561	2049	3964	0	0	0	2	4	2	6	59	15	0	0	0	5	0	0	18	76	130	0	0	0	0	2	0	0	4	2	0	0	2	0	0	0	4	5	29	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	8	8	8	0	22	4	6
139543_S12_NODE_571_length_39683_cov_8.155067	0	0	0	42	48	161	2428	3347	6085	0	0	0	0	0	0	29	747	69	0	0	0	0	2	0	29	22	104	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	6	3	37	0	0	0	0	0	0	0	0	0	0	0	0	14	4	2	1625	1407	1452	4	4	0	35	2	14
139543_S12_NODE_588_length_39255_cov_4.419872	0	0	0	47	38	85	1508	1784	3493	0	0	4	2	2	7	117	922	263	2	0	0	23	22	0	226	338	890	3	4	0	4	4	0	62	289	140	0	0	4	6	7	69	203	897	4279	0	5	1	1	0	0	4	8	8	0	0	0	0	0	0	14	5	5	139	113	0	1468	355	293
139543_S12_NODE_616_length_38603_cov_17.270961	0	0	0	565	654	459	4995	6872	12126	0	0	0	4	6	0	28	70	147	0	0	0	2	0	0	6	26	37	0	0	0	9	8	9	90	114	58	0	0	1	7	2	13	56	173	484	0	0	0	14	2	5	97	107	116	0	0	0	1	0	0	0	1	4	89	54	24	186	54	85
139543_S12_NODE_617_length_38596_cov_12.894943	0	0	0	134	82	277	3764	5132	8844	0	0	0	0	4	0	102	263	32	0	0	0	2	0	0	4	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139543_S12_NODE_646_length_37880_cov_37.151170	4	0	0	126	141	428	9699	14037	25507	4	0	0	0	13	24	210	103	592	0	0	0	27	2	0	177	396	833	0	0	0	1	5	3	49	461	77	34	58	4	3	17	10	52	115	326	0	0	2	0	0	0	16	65	87	0	0	0	26	10	8	630	512	470	42	24	4	418	58	121
139543_S12_NODE_702_length_36046_cov_12.231141	0	0	0	65	52	212	2200	4557	8836	0	0	0	0	0	6	217	366	558	0	0	0	14	0	3	105	96	312	0	0	0	0	0	0	4	30	6	0	0	0	0	0	0	2	2	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	26	16	0	89	36	19
139543_S12_NODE_711_length_35876_cov_7.647721	0	0	0	110	94	198	2809	2835	5359	6	0	2	0	2	0	75	1170	252	0	0	0	11	2	0	98	200	611	0	0	0	0	2	0	5	63	81	0	0	0	0	0	2	14	34	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	357	359	22	12	0	293	154	157
139543_S12_NODE_715_length_35777_cov_8.148536	0	0	0	28	37	80	1296	1809	3276	2	0	1	3	13	3	94	44	117	0	2	0	4	2	6	156	162	149	0	0	0	0	0	2	8	30	5	0	0	0	1	0	0	26	27	61	0	0	0	0	0	0	14	25	36	2	0	0	54	40	18	899	806	511	1	4	5	35	11	47
139543_S12_NODE_716_length_35772_cov_9.697483	0	0	0	82	56	224	3535	3596	6621	0	0	0	0	0	4	14	325	32	0	0	0	2	0	0	2	28	58	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	2	4	22	0	0	0	0	0	2	3	7	6	10	2	0	6	8	2
139543_S12_NODE_719_length_35709_cov_15.720452	0	2	0	186	178	292	4592	5863	11643	6	0	6	14	22	37	410	333	1284	0	0	0	23	4	2	853	859	1029	0	0	0	39	23	8	1044	1473	1426	2	0	4	28	30	101	1119	1358	6783	9	4	6	10	37	32	755	1782	4846	6	0	0	219	164	146	717	687	519	127	118	25	4364	1453	2554
139543_S12_NODE_725_length_35592_cov_7.086811	0	0	0	67	65	180	2355	2613	4973	0	0	0	4	2	2	7	36	28	0	0	0	4	2	0	0	18	51	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	7	2	6	0	25	0	0
139543_S12_NODE_731_length_35493_cov_5.337322	0	0	0	105	90	101	1742	1957	3370	0	0	0	2	2	0	194	244	81	0	2	0	10	0	2	7	18	23	0	0	0	25	15	18	8	11	1	0	0	0	5	9	15	2	3	22	0	0	0	0	0	1	23	26	26	0	3	0	28	19	41	1759	1682	1315	36	4	26	21	8	5
